Text,Sentiment
EN wants higher,Positive
"Medical appliances stocks have been on fire lately. BSX from the same group, is setting up  ",Positive
Short 828.30 GOOG 350 shares,Negative
Our signals called BBY and highlighted OCZ this week (up 24% today) - and next I think A is going to fly.  et's see!,Positive
AAP hope you bought the dip,Positive
"I'm not short, but if I was going to put a trade on, it would be a short from 530 back to the 50d MA",Negative
"user: AQ, GOO. Trading at key support levels, bullish reversal patterns complete.  ",Positive
"Out the rest at 52.30, still long 3k shares in the T account user: Out another 25% at 52.40, +1.40 EBAY",Positive
"SAT like it over 2.75, needs vol",Positive
AAP stream is for sharing ideas not attacks! earn from each other not direct attacks. OK to have fun but there's a limit to it. Bearish!,Negative
Covering half +2.00 user: Short 828.30 GOOG 350 shares,Negative
BIOS taking some off here,Positive
"  We explain in the Jan 24th aapl video how not to be gaffed by the operators,...fish hooks...aapl might be great co , but broken sto",Negative
AAP BTO 430 Puts,Negative
"user: my year tgt is 270 next year 60 That is funny because unless AAP raises their div, their cash balance will be 200B 2014",Positive
MOS doing great for me last few days.. is it time to sell?,Positive
"OCZ trying to find a bottom here, like it over 2.20",Positive
OPXA today +12% after my call,Positive
Stopped on rest of GOOG +1.25,Negative
ADBE Expecting a correction anytime now  ,Negative
ANAD on 2.14 aunch Pad.,Positive
IFE is a short if it can't hold this 62.30 level.,Negative
GS waiting patiently for the rising 50 MA and trendline. Missed user short yday.  ,Negative
CIEN still a good short if it goes under 17.11 and stays there.,Negative
There goes IFE short....,Negative
MEA When will it will go P ?? mmmmm,Positive
OCZ long with a tight stop.  lets see if it has the momo to go,Positive
BAC Overall Market is digesting yan Budget !  ,Positive
Back in AAPl,Positive
ANAD above fib level.,Positive
Holding up nicely in a weak tape. Someone is buying today. I think AXTI might see 3.2 to 3.4 this month IMO the buyback plan worth 6M,Positive
"APA good short and risk reward. As long as it stays under 75.50, it will be great.",Negative
user: Want to get more short exposure. I like SNDK at long term resistance. Will take 2% position.  ,Negative
G going to 2.68.,Negative
VHC 4 hour ascending triangle evident  ,Positive
AFFY little downside huge upside.  still holding 1/2 from thursday at cost basis of 1.50 from trimming into thursday's rally,Positive
CS started a long here...In the basement..  ,Positive
"SWHC Gabby's husband after testifying against assault weapons  went out and bought a A15, look it up, I  am glad he has that right",Positive
"FCX Puts, will go down in history as one of the Dumbest Acquisitions of all time!, evering up at the wrong time IMO! Oil Correction Coming",Negative
GD consolidate1575 with move up Straddle with stops GD DGD The same on SV with SV DSV : on H A GOO AG AY SSI PAAS,Positive
ebix on watch for short. bear flagging after earnings beat down.   ,Negative
user: user GOOG how do you know GOOG is going to 700 ? Can you share that reasoning with us? he is a George Castanza,Negative
BBY Good push back above the 50 day after some consolidation.  I also like: COST BOX MNX Others:   ,Positive
AAP here come the Europeans.. maybe they will save us?,Positive
SHOT CAT  89.85,Negative
"SSYS under 69, shorted here, 6940 stop",Negative
ANAD Went. slowly but went from 2.15 fib level.,Positive
Picked up (1/3) AXP  avg of 65.52 //been really strong and stayed above  65 on the early move today,Positive
SCHW -core long holding up well - possible falling wedge?  not sure but adding some back 17.65 area  ,Positive
"Ok AAP  Bears turn off your user they are aboutto explain why AAP is going to break out soon, it will have technicals so you ignore!",Positive
ANAD :o),Positive
CIEN under 17.11 it is a short.,Negative
I like FS long here.,Positive
"our AAP buddy user Great Cashen quote ~ After 7 in row in the Dow and 10% above M/A, bulls may pause at oasis to fill-up canteens",Positive
Come on CAT do the Harlem Shake.,Negative
EBAY Green... hope you were buying at 51 with me this morning.,Positive
"TITN when someone eventually looks at their operational cash flow , or i lack of ,for over 3 years in any one qtr. They'll call it TITANIC",Negative
Playing I from 53.81-54.04 is a fun way to pay for lunch every day.,Positive
Kate Mitchell: The Advantage of inkedIn  NKD I remain long CEO Jeff Weiner,Positive
"user CM needs to drop under this 181.44 fib level, then you are in biz.",Negative
"SSYS covered some 68.65, 68.4 next tgt",Negative
"SSYS hit my 2nd tgt, covering more here, looking for 68ish for the rest, stop to entry",Negative
CM dollar roll.,Negative
ONVO CIMT DDD SSYS XONE PCP PB IMO is a great ong Term plays into 3D sector and to find nice entry points on pullback Eye on VXX,Positive
timestamped... user: This is where GS is heading-- to the line  ,Negative
AAP quietly show me consistent 120k 4every 2min print will send me back to cash or a spike +200k on a single bar.,Negative
"YHOO buying on the dips,  ",Positive
ANF looks ready to break downnnn. Short under 48. short,Negative
"Disney cancels The Clone Wars, plans tv shows of its own exploring Star Wars characters and storylines DIS TWX  ",Positive
OPXA Any close above 2.23 would be great . Could explode higher.   ,Positive
VZ is breaking out  ,Positive
OI Buyer scooping up CA,Positive
"COX still holding its 200EMA it in this bearish environment, which is a Bullish sign. ong setup  ",Positive
MOV finally getting attacked by selling! I'm short 39 calls...,Negative
EBAY ebaynow was dead on arrival and the company itself is leveraged a lot.,Negative
AX  next stop 42.90!!!,Negative
My holdings AAP   ,Negative
AAP take your profits sunshine and repeat! :),Negative
ZIOP nice close - TEK eod heat up this stock is next to soar,Positive
PG got some of this looks good in favor with many like it target .20++++,Positive
AFFY back to a full position size with avg cost of 2.38,Positive
"AAP all round slow day, more concerned about be down on the high day, makes being higher Friday tough, but do-able?",Positive
user: AAP lol pin at 450 O indeed,Positive
AAP last minute vol is not bad.. i think it gives us a AM fade gap. see what happens in the AM.,Negative
BAC Better Volume Today than Yesterday !,Positive
user: ZNGA woow look at this... Should we consider this as a bearish engulfing?  ,Negative
ebay paypal revenue is increasing by providing credit. You want to hold a credit provider or a payment processor?,Negative
"look at those last 4 candles on JPM, this thing is coiled so tight it's ready to run again  ",Positive
"Missed the close (technical difficulties). I remain short the SPY, closed out my GOOG short for a profit. ong some VXX. Higher b4 lower.",Negative
AAP going to 399,Negative
S Buy stop at 5.97. All the technical indicators look good.  ,Positive
ANF weekly kumo. Note Volume and MACD trying to turn down   ,Negative
"GOOG 1st target on short is around 822, needs to stay below 825",Negative
AAP 425 has been the BY target for the last few times it hovered there (only once bellow that 419),Positive
NFX more off here,Positive
NFX INSANE,Positive
"user: AAP Does TC look like a B**CH? Then why did you try to short him like one?  Funny, but he sort of does.. IMHO",Positive
"NFX took one more piece off here, my final tgt 194ish",Positive
"user: user What's your take on AAP today?  huge Vol, strong buys = institutional investors IMHO",Positive
NFX taking out the high of it's ight Shoulder. Why you don't anticipate.,Negative
ZNGA  Which two Casino Corporate Jets landed this morning at SFO from McCarren? Which two aw Firms  Jets landed at SFO from Dulles?,Positive
"ETN looks solid right now to continue higher over 63.50. Building CCI and MACD. Tgt 65, 68 user  ",Positive
"user: user  look  AAP, it is a fish rolling on the beach and dying -->You should sell it Short ? IMHO #doubleFY&die",Positive
"NFX taking some off here, my 2nd trade",Positive
user: AAP lets try the HOD again or lets try something new.. like a new HOW?,Positive
"user: AAP up 3.91 Goog down 3.98  really guys? GOOG going to drop hard, AAP going to pop, almost 2:1 stock price diff",Positive
"user: who wants to buy NFX for 200 a share? Why should AAP and FB? NFX's big problem is no cash, AAP could fix that bigtime",Positive
user:  who wants to buy NFX for 200 a share?  AAP should buy DIS.. BOOM!,Positive
JPM is a short under 50.,Negative
I wonder how much an AAP move up would break the bear's backs? We know the bulls will hold to 400,Positive
MNKD moving from red to green,Positive
NFX 193.40 stop now on rest of position,Positive
user: AAP user  take some of that left over cash and buy 6X 450 Jan 2015's 60.,Positive
"I really feel like the AAP long trade is high probability right here. Just use defined risk, set a stop you are comfortable with.",Positive
"Green Weekly Triangle on JB,...Open ong at 6.79  ",Positive
AAP looks like they got a pope now blast off,Positive
"user:  Are they morons? They wait until it goes higher? Same reason ppl not buy AAP  these prices, co strong lots of profit?",Positive
AAP ahhh my favorite short for weeks now -   Building cause for lower prices  ,Negative
5/5 today in my other account (I don't usually post these trades) AAP AMTD NKD SKS TA  ,Positive
user: AAP anyone making bets on samesung ? # no ecosystem they have 80 phones talk about canibalization,Positive
AAP TC makes after hours announcement about  split/ Div inc outshines  Samsung's  Big day .. Oh And ITV/ Iwatch combo&  time machine,Positive
AAP - there is no heavy volume to take this higher. Most likely it will continue to break support  ,Negative
GES There's only one reason why a company would move their Earnings date,Negative
AAP closed the day with a Doji,Positive
GME like that finish!,Positive
Market Wrap Video + Additions to Watch ist  including: DXPE FT HOT INFI NVE TSN,Positive
SHOT Setups: CF VBD TH CAT PSX DDS TV MSG OC WD  ,Negative
"AAP If it goes to around 433, I'll go short.",Negative
"user look at GOOG, every single switch=PAYDAY. Just need discipline to stick with it.  ",Positive
".user clearly, if (but not until) the 20MA cracks and GOOG goes VSS, it is a short straight to the 50MA (I'll use OTM puts)",Negative
".user BINGO.Can't consider it a buy (personally) until >470 AND VSB. ntil then, a waste of time trying to game it. AAP",Negative
".user check out AAP monthly, you would have caught the trade of a lifetime. 130 to 600+ via common stock. Currently a SE.",Negative
"Google Closes The Book On eader, Announces July 1 Sunset  GOOG Personally quite disappointed to see this service go!",Negative
VNG closed back over the 3 mark and the volume was good. Next levels to watch 3.16 then 3.30  ,Positive
AAP Samsung Galaxy S4 Promises More Pressure on IPhone  ,Negative
"looks like the typical sell the news 4 Samsung, waiting 4 user 2 show the lines for S4 O, maybe the big rotation has begun back to AAP",Positive
more bad AAP news they might ONY SE 43B not projected 43.5B SE SE SE!,Positive
BBY <<< Is this device the next AAP - ave reviews in corporate echelons on PIVATE network. More Security vs Open Public Nets.,Positive
"Watch SPPI if it can hold above 7.86. It could go, but needs to stay above it.",Positive
AAP now  400% (glass ceiling  434.5) rejecting both 434 and now 432.5.,Negative
JPM breaking higher from the tight consolidation we mentioned   ,Positive
GOOG Seems there is more downside pressure to come. More picks at   ,Negative
user: GOOG NFX AMZN down - AAP up WTH The great rotation back? to AAP ?,Positive
AAP starting to look better,Positive
"added to CAT, betting she doesn't quite hit the 200ma",Positive
ZNGA in at 3.71 1/2pos size will scale in rest if it starts to run over 3.80,Positive
SHOT NFX  188.90 stop  190.,Negative
MGM up 3.06%,Positive
AAP sub 430 flew clicks away.. thx IBIG.. for those negative notes.. really appreciate it.,Negative
MGM up 6.45%,Positive
MGM up 8.38%,Positive
NFX taking some off 190ish,Positive
"DDS still at 80, getting weaker it seems, possible short to 79.70",Negative
SHD JCP both now claim hidden re value Vornado VNO can't buy them all.Garbage stay away   ,Negative
NFX moving stop 189.80 now,Positive
haha user just reported that AAP has more CASH than Samsung's Martket cap O,Positive
user: AAP fablets ??? - who would've thought - still sounds stupid #Apple #Android that giant one has almost sold 10m in 6 months lol,Positive
Does help clear up my desk clutter just a little  AAP,Positive
"AAP continues to show no signs of breaking out of downtrend. Buy  break of 50MA, short  425.   ",Positive
JCP is anyone else listening to this? eal smart use pension plan as collateral to take on more debt with no core improvements.,Negative
JCP = 2'nd biggest hustle on wall street. 2'nd only to SHD.,Negative
Posted GOOG topping pattern(compared to AAP) yesterday.   Those April puts are paying nice today.  ,Negative
"MCP continues to print lower highs and lowers lows, down 1.34%. We should see a test of the Feb. lows soon.",Negative
"Short ideas,  setting up & following through despite the strength in the indexes. BID CF APO WT AAP  ES_F",Negative
"I am so sold on technicals for AAP swing long here, had to set my stop real tight to make sure I had myself under control",Positive
"user: user might be some reaction to s4 unveiling. AAP ya YAWN, plastic, cheap 1 of 80 models they offer.. no lightsabre",Positive
AAP hi i'm calling from my new Samsung S4  ,Positive
AAP all the bears - all the downgrades - all the samsung BS-  I'm going long the 440 calls - overnight too ! #beermoney #runmonkeyrun,Positive
JPM MS = Drop -- BAC = Peak BAC,Positive
people slag AAP for cannibalization but samsung has 80 phones and no cult or itunes and IT is the new cool? #Idontthinkso,Positive
ONG Setups: IBT ENOC AXN GNC GWE CTX EN APA CMG GOD VG  ,Positive
SHOT Setups: TH PSX DDS EW  ,Negative
user: wasn't it AAP that isn't innovating? and canibalizing their own product.. but they don't make 80 models like samsung,Positive
BBY made a nice cup now goes to the right a bit and little lower - patience as with AAP it drops below 400 this goes to 20 - BET YA,Positive
user: AAP No matter what stock does tomorrow I'm not selling Tie a knot and hang in there!,Positive
notable 52wk highs [20 > /sh < 50] AFCE AK ACO AG AMSF APOG CBS ENB FGI HOMB OMAB SAIA WMB  ,Positive
AAP so according to this article Apple has some work to do. Definitely sounds like they are a step ahead.  ,Negative
user: AAP cool comparisson between Galaxy S4 and Note 2  whatever the rules BTW Here is hoping for more action today !,Positive
"user: AAP, #NYTimes, #WSJ, #EndGadget, #Gizmodo give #Galaxy S4 thumbs down who da thunk samsung down 2.5% on release today",Positive
user: AAP eally needs to manage expectations for its next product release... no time machines... rumour .. i-lightsabre!,Positive
"AAP Gap bottom 437.72, gap top 441.34 and now firmly above resistance cloud.  ",Positive
"user: AAP there are still better plays. lots of Vapour-ware out there.. AMZN, BBY, NFX, one small wind.. and they are gone!",Positive
HOT stocks on watch for day trades: GPN ZGNX G,Positive
Traders fretting over every move in AAP now remind me of those in 2001 fretting over YHOO EBAY MSFT DE. Just doesn't matter anymore.,Negative
"user: AAP  GAXY S4: SMAT SCO - tracks users eyes, I WANT IT!   wait for the creeper apps ;) #watchingyou",Positive
user: getting excited about AAP on the 100th bounce attempt is a bit silly....,Negative
"AAP tagging 440, could have another 3-5 points of mileage today",Positive
user: AAP stats: open above 37.5 about 56% probability of 42.5 hitting <- looking probable as long as 40 holds as support,Positive
"DDS on short radar again, will try if it cant hold 80",Negative
AAP taking more off here around 441.9,Positive
user: AAP looks great - pinching AND flattening out the 200 SMA on 30min,Positive
Bought MGM at 12.99,Positive
AAP show me the money  ,Negative
AAP taking some off here 440.90ish,Positive
AAP Nice 10M volume first hour.. good luck bears,Positive
VIX in single digits and SPX at new ATH is coming. Hopefully AAP will cut the ribbon for SPX at new ATH. ong time coming.,Positive
MGM breakout seems to be holding with support above 13,Positive
user: AAP maybe just sit around 440 til opex looks like yesterdays channel,Positive
B from watch list at line on volume of 48% of average full day - hope it picks up a bit   ,Positive
"AAP setting up for a move higher again, watching for an expansion bar",Positive
AAP 640 lot offered in the Apr 450C at 11.45. Could push stock down temporarily or create resistance,Negative
"AAP all buyers, no sellers into the tube we go... death by decay",Positive
AAP time to go batman,Positive
my advice to apple: Bruce wayne father: Why do we fall down bruce? So we can learn to pick ourselves up again. Get some legs AAP,Positive
"AAP let's not freak out yet! It needs to take the 50-day MA. ntil then, this move means nothing.   ",Positive
user: wooow looks like AAP broke the resistance   two nice spinning tops earlier this week..,Positive
user: AAP my premarket short has not worked but the 482 short shares r keeping me way above aqua death by decay,Positive
AAP the BIG DT break on deck here!  ,Positive
"NOV breaking the DT, this time volume looking much more legit  ",Positive
AAP SWITCHED TO #VOSTOPBY TODAY!,Positive
"PKI been stalking this one for a while, may be giving us a low-risk entry Monday  ",Positive
"ES_F JPM JP Morgan funded Hitler. But, they were smart enough to not use so much leverage. Prepping 10x derivative bets on N Korea yet?",Negative
user: AAP  hod   WAT  CAN I SAY.... A THE BEAS>>OTA THE POO!,Positive
user: AKAM insiders buying heavily  these levels   ,Positive
"NQ_F Whatever GOOG arry page's illness is,it has to be neurological.There's no such thing as monotone voice laryngitis. I asked Dr drew",Negative
GOOG may roll over here,Negative
GOOG 815 1st tgt,Negative
"user: user: AAP worried about Apple's breakout volume?it's average, should we be worried? Skynet reaching for the pin 359",Positive
SHOT JPM  49.92 stop  50.03.,Negative
AAP ruhh roooow....,Negative
AAP p Nasdaq Down.. Nice change,Positive
"user: AAP lets c some volatility i can play  close, aint happening I think it is going to be another PFFT!  close",Positive
"AAP 20 million Shares, NICE!!!",Positive
"user: ong AAP, stop at 438. Weekend play. ? I like that Dude...",Positive
AAP Did we just break a downtrend? Yes. Did we hold it into close? Yes. Did we bypass the monthly op ex pin? Yes. Are headed higher? Yes.,Positive
user: AAP Bears are finally getting trapped and feeling pain. Its time to cover and ride this baby back up to 500-550. ?~~ I like it,Positive
"user Also, Bill Miller plugged AAP today & Samsung disappointed last night. Divy & buyback announcements due by mid-week. user",Positive
"AAP Close above 20 MA, confirmation of 3/5 reversal day on high volume, rising A/D line, cup/handle breakout in momentum, Bill Gross likes",Positive
BID just like ZNGA in Dec at 2.00 got destroyed BID the smart money will start buying now here 80 - 85 range and sell it back over 100,Positive
JPM saw a headline about fraud with a bank - how could that be they so honest - stock hits 48 before it ever sees 50.50 again bet anyone,Negative
GOOG stock will never see 820 again wouldn't be suprised if every insider sold here above 800 - wouldn't you - oh my thats alot ,Negative
GOOG pulling back in very light volume. Note the weekly.,Positive
GOOG - not looking good here. Near the 20 day and T; watch for a break of them  ,Negative
user: 5 Tech Stocks That Typically ally After #SXSW  via user  NFX STX PCN AMZN EXPE,Positive
"eview Of Open Positions - Stocks stks.co/r5am featuring KOS, V, S, CTGX, PO, AEE, NKE, C",Positive
"JCP J.C. Penney Company Bullish Option Trade precedes huge up move in the stock buying 11,500 calls 5 days ago  ",Positive
JCP Gets Fresh:  user ,Negative
"CAT really moving well here, come on 92!",Positive
JCP good short under 16.75.,Negative
JCp still cracking.,Negative
oh JCP....,Negative
DTK CAY OC PFE MK TX BAC BIB from STEM JAZZ ONCY KEX XOMA etc and IMO a great pick SH and ong Term ONVO has potential,Positive
"GOOG similar to other leaders like JPM, held first support, testing underside of MA's  ",Positive
"Dollar General Corporation Option Bull Buys 10,100 Calls betting on a 10.4% up move by April. Earnings Spec? DG  ",Positive
S this tug-o-war will end soon with the winners ending far from where their heels were first dug in  ,Positive
Oh CAT...,Negative
S wants to break 6,Positive
S is approaching the breakout price of 6,Positive
"S rare to hold something that long when 'not working', but was never invalidated either, rationale and long-term trend remained intact",Positive
S key resistance broken..  ,Positive
CW & S = something brewing here,Positive
Nice triangle b-out here decent risk reward w/ stop inside apex S AAP #Sprint SPX NDX  VZ T  ,Positive
CAT grabbed some otto 82.50 puts! Could be a breakdown! .02 - .04!,Negative
CAT Breakdown! I'm short CF and FCX too! Going Down!,Negative
"CAT Failed at the 200 day MA, watch for the Trap Door to open imo!",Negative
"CAT added more 82.50 lotto Puts, Trap Door Coming!",Negative
"CAT Caterpillar Machine etail Sales Drop Accelerates, ed by Asia  ",Negative
Watch CAT under 87. Could flush all the way down to 86.40.,Negative
CAT FED going to buy Tractors too??? I don't think so! Should be down 4-5% today imo!,Negative
CAT ooking for 5% down Today!,Negative
"user CAT Exactly, someone has one too many clients in the wrong sector! Dumbasses!",Negative
CAT DE JOY down they go. PT,Negative
CAT following DE Freefall!,Negative
CAT DE in Free fall,Negative
"Another day, another new all-time high for Burger King - BKW. WEN is still sleeping.",Positive
CAT 82 looks very possible imo....  ,Negative
"ES_F Bernanke sees spring slump? Will he blame 25% SPY crash on Italy?Are they hooking plows to vespa scooters,instead of CAT tractors?",Negative
"CAT Trap door will open soon imo, now German GDP Weakening, say goodbye to any growth!",Negative
CAT Once she loses 86.50 ookout Below!!! Straight to 80 imo...,Negative
"CAT Pure Stupidity imo... Germany and China Slowing, lets buy some CAT O! ignorance is bliss!",Negative
JCP in annual report says fixing performance could take longer than initially expected & any strategy could be expensive - Cuts 43K jobs,Negative
CIMT already up A gift IMO has much legs operates in 35 countries OC NGT GDX GDXJ as SV GD rise have a new floor1600 GAZ CO,Positive
"And just like that, when no one is watching WEN too off",Positive
Confirmed  intraday Short signal today after earnings: MOV OC OSS,Negative
AIG #MApattern  ,Negative
VTX finally broke above resistance after a period of consolidation. I still like this stock   ,Positive
If VHC breaks the support level at 21.68 then it could bring 21 area. No reasons to buy yet.  ,Negative
AAP breaked SMA50. Clear ptrend here. In my radar from 419  ,Positive
"Is AAP Alive? Well, yes ... yes, it is.  ",Positive
Starter long BAC after hours on Friday  12.56,Positive
AAP - It's time to invest in Apple shares?    ,Positive
AAP Now it is time to fill the gap to the up above  ~502.  ,Positive
 blog post  ,Negative
XCO  6.50 Wilbur oss has a stake in NG GA GAZ has done well taking 1/2 or All Maybe resistance 4 possible swing trade DGAZ BIOF,Positive
Short term portfolio consists of 3 shorts CPB FTE and YCS. ong 1 stock: MS,Negative
"Adding COH Coach to short term portfolio, extremely oversold and good fundamentals. Superior sales growth, margins, OE. elatively low P/E",Positive
YHOO 5 min - looking for a nice smooth 20/50MA 1 setup Monday for a ong. Scalp and 2.15% short.  ,Positive
Surprise! GOOG chairman Eric Schmidt uses.. a BBY  ,Positive
V - angebound in the consol. pattern. Volume coming in. Top of channel is vol res. Could explode.   ,Positive
FCX - ooks like it wants to test recent lows. Stop is over the descending trend line.   ,Negative
cool stuff. Don't rock the boat tho! (see ISG) :) user Heart epair Breakthroughs eplace Surgeon's Knife  EW,Positive
Bought my very first NKE golf apparel yesterday...golf is now a serious fashion biz.  crazy and young and colorful  ,Positive
EMN - Increasing selling volume. Next support is the ascending trend line.   ,Negative
"Two New ongs For Monday: Cerner CEN, and Packaging Corp PKG -  ",Positive
SHOT Setups: GOOG OVTI AN DOX WN CTXS OC PANW  ,Negative
DNDN Daily broke support last week at 5.1 and the trend is down. Momentum indicators are oversold  ,Negative
"#Bullish ZAGG T user Buy An invisibleSHIED, Get An invisibleSHIED Free [No Discount Code Needed] - zagg.to/dHxJYy",Negative
"Just finished The Week Ahead Commentary and posted to the members area. Foucs Watch Stocks Short FO,WPC,NKD,SQI,TTS,SSTK,OGE",Negative
CPB sitting at a 52 week high. I am short but bracketed with 43.70 being my stop and 41.78 being my trigger. Not looking good right now.,Negative
"user JT if you had missed AAP on Friday, what would you do tomorrow? buy if HOD from Friday is broken?",Positive
DE anybody really expect a bid from BX especially much over the current price? Still sounds like a bunch of noise.,Negative
"Trade idea short  after the trend break  62 , target 45, cut above 71  ",Negative
M one of the ten new weekly 2faced longs purchased at friday's close.,Positive
PGTI  one of the ten new weekly 2faced longs purchased at friday's close.,Positive
opening momo watchlist: ATS DN KOG ZAZA ANA TSX SPT HAO MH GAE,Positive
ACAD looking for a move over 7.95,Positive
VHC could fall apart,Negative
Today's Watchlist for ONG Stocks: TIBX; HN; SNFCA; ECT; BBY; NIHD  #stocks #trading,Positive
V - watching this channel closely.  Already at 11% vol. Slightly above average.   ,Positive
M ong M -  looking for Fridays highs - Hourly buy setting up,Positive
"ong V for trade at 161.20, hope you have been watching this channel.   ",Positive
BAC Short Again Seem Weak a bit,Negative
"V here comes the breakout attempt, long time in the making let's see what it's got  ",Positive
ACAD taking more off here,Positive
GV nice continuation   ,Positive
VS breaking out today:  ,Positive
FAN just keeps on giving,Negative
"GS pennant signals a consolidation, then a breakout through resistance  ",Positive
I will short FCX under 32.83.,Negative
AY 4.95ish next tgt,Positive
Stocks Crossing Above their 50 day MA: CAM OW XOM AIG MHP PX CCI DOW AT ABT ADI HOT MO PP SB  ,Positive
OWE STOP IN APO to 18.75.,Negative
Stock Crossing Above their 200 Day MA: AI NH  ,Positive
"OWE STOP IN APO to 18.56, that is a guaranteed .50 cents gain on the second 1/2.",Negative
OWE STOP IN APO to 18.45.,Negative
"I am short 4,750 ATB and outright short 5,000  38.30 AIG , failed at trend line, stop at 38.40  ",Negative
I like APC short.,Negative
GPN looking like a short.,Negative
SHOT FCX  32.81.,Negative
CAT tap tap.,Negative
Hope you got short! AIG   ,Negative
"GT crosses 200MA - P/E 19.11, No Div  ",Negative
Out 3/4 of short VHC,Negative
TJX breaking resistance today  ,Positive
user: AAP Is there such a thing as a long squeeze? if you have a tight covered call,Positive
short OC starting to work towards 38,Negative
GPN trying to move higher,Positive
OC coming to 29.50 or wishful thinking?? 0.8% Div - Buys Tekelec - 3rd major buy this yr  ,Negative
GE dividend gets better...3.20% now.  Buyer in the hole.  DIA,Positive
Citi reiterates sell on BBY & TP of 6 - Shockingly low support - Fewer than 5% stores sold out - Most T employees not even trained,Negative
I will short FDX under 96.85.  ,Negative
"Strongest stock on my watchlist today is ECHO. ogistics, ftw.",Positive
IBM Has 3D Printing on its adar as a Transforming Technology  ,Positive
EXC seems that the road to the South is clear... More picks at   ,Negative
EDS up 11.61% Solid again.,Positive
"Added long FTI  53. Stock is strong in weak tap, has  strong short-term news with new contracts.   ",Positive
Notable S in oil & gas equipment & svs stocks: OII FTI TTI,Positive
short MS small,Negative
A ot of New Additions to the Short Watch-ist | EBAY AIA BBVA at the top of the list  ,Negative
"HCA continued relative strength today, moving to fresh highs  ",Positive
AKAM is on the radar as a potential short below 34  ,Negative
GOOG trying some short here around 809,Negative
"If one is day trading like we usually are, then target is something like 96.35 to 95.85. FDX",Negative
'Expensive' and 'Cheap' I dive a little deeper for you (new blog post)  nke aapl spy,Positive
GOOG will look to cover little around 808,Negative
"Watch AMTd, once it crosses under 20.50, it will be a home wrecker.",Negative
user any thoughts on short entrance on GS,Negative
I WI SHOT WFC under 37.,Negative
CIEN still not done going down.,Negative
GOOG short next tgt 806-806.50,Negative
SHOT WFC  36.99.,Negative
OWE STOP IN FDX to 96.50.,Negative
user BrennanBasnicki was looking 145.50 but missed unfortunately GS,Negative
"GOOG short, moving slower than I expected, covered a little more here around 807.50, 809.20 stop now",Negative
VNG getting small position here 2.70 -2.73,Positive
"APC, I passed on that short, and it did do a 1 dollar roll.",Negative
SHOT ATI  31.10,Negative
"STXS target is 2.38, that sucker will give almost everything back.",Negative
AAP gap fill and go? hope so!,Positive
COVEED FDX  96.50 from 96.85.,Negative
Which stocks on your watchlist are holding up today? Focus on those. I'm watching: ECHO BCC WSM ABBV ANGI among others.,Positive
AMTD Come on give it up.,Negative
"Healthcare stock BKS pulled back on a bad rating, but it's still technically sound  ",Positive
AAP let's see if it can bounce to 465+ now... cautiously bullish,Positive
"ANA Get long Arena here's why, seekingalpha.com/article/1298901  ",Positive
we are loving the upside movement on our CAI position today.  great way to start the week!,Positive
BAC aising My Stop a little...,Positive
AAP moving great :),Positive
eaders acting well. V new highs.  continues highers despite the market.,Positive
GOOG having a hard time with 810,Negative
"AAP ove it or hate it...gotta' admit, it's rarely boring! ;-)",Positive
WMT 5 min   ,Positive
"FYI 4/20 165C's -Avg px 0.93 user: ong V for trade at 161.20, hope you have been watching this channel.   ",Positive
"Alright. I think the 8th time's the charm...C'mon, guys...P & OVE 466.85 this time. AAP =^.^=",Positive
Did I just see a 5.39 on GPN transaction?  Would be fine by me if it traded down to that this week.,Negative
BAC Begin ong position  12.37,Positive
Goldman drops EA from conviction-buy to buy  ,Negative
"Green Daily Triangle on TC,....pdating ong and Short Position  ",Negative
"CA continuing to work well. Glad I bought a decent size block, probably cutting out of this one soon. lol",Negative
GOOG 809ish stop on rest of the short position,Negative
BAC Full Position (ong) for A quick swing trade,Positive
"DNDN, turning green bull hammer close",Positive
"I will swing WFC, ATI, and FCX Short.",Negative
AAP really looked like a B trap fri- to open.. Trade Strong,Positive
"BAC No selling Target, Will sellwillit stop to move up. Will Just raise my Stop Step by Step till it will be triggered !",Positive
user: TJX TJX. Fresh All Time High & plenty of support nearby.  ,Positive
Keep going up GPN.  Open up an even better put buying spot.,Negative
HZNP looks to be setting up for a breakout on volume  ,Positive
"MTG those trapped in here should actually be thankful the company diluted on everyone, otherwise it'd be back down to 2 lol",Negative
NG signs deal AMP ETF inches forward with holdings of companies in NG SO DIG WTI OI OI CO,Positive
BAC Keep Overnight for Swing !,Positive
"AAP Someone please mention a rumor and your analysis.. if your hoping for a stock to perform, your not doing your homework. #study",Positive
SWFT Trend well in tact here. Now confirming the move. Other set ups I like:   ,Positive
MS ready to crack. All technicals read bearish. Holding long Apr 22 puts.  ,Negative
Shorting Delta Airlines in the morning. Flying way too high for its performance - pun intended!  DA,Negative
"Eyeing ADBE as a possible short set-up, would like to see a little more downside volume first.",Negative
PHM Nice ooking Cup & Handle with a pivot of 21.6 when it breaks this resistance on volume go long  ,Positive
V Cleared this consolidation channel today. Setting up for higher prices.  ,Positive
GW Corning Set To Emerge From 18-Month Base  ,Positive
GD SV FCX AY ABX NEM - Gold price falls below  1.600 lower demand for shelter  ,Negative
"ANA strong start, like it over 8.70",Positive
IDTI like it over 7.41-42,Positive
"ACAD trying to go higher, needs a followthru here",Positive
